sev_numeric,cvss_score,cwe,cwe_tier,has_mitigation,verified,duplicate,false_positive,scanner_confidence,risk_accepted,risk_label,log_age,cvss_x_sev,is_old,no_fix,high_cwe
2,3.2,674,2,1,0,0,0,2,0,2,5.883322388488279,6.4,1,0,1
1,2.7,120,3,0,1,0,0,4,0,2,5.093750200806762,2.7,0,1,1
2,5.3,563,1,1,0,0,0,4,0,2,5.680172609017068,10.6,1,0,0
3,6.0,330,3,0,0,0,0,2,0,2,4.418840607796598,18.0,0,1,1
3,5.8,787,3,0,1,0,0,4,0,2,5.986452005284438,17.4,1,1,1
0,0.0,134,3,1,1,0,0,5,0,1,6.236369590203704,0.0,1,0,1
4,8.3,284,1,0,1,0,0,1,0,2,6.553933404025811,33.2,1,1,0
2,3.8,570,1,1,1,0,0,4,1,1,6.186208623900494,7.6,1,0,0
2,5.3,754,2,1,1,0,0,2,0,2,6.198478716492308,10.6,1,0,1
3,5.9,327,3,1,1,0,0,4,0,2,6.131226489483141,17.700000000000003,1,0,1
1,3.1,79,3,1,0,0,0,5,0,1,5.726847747587197,3.1,1,0,1
1,0.7,287,3,0,0,0,0,5,1,1,5.902633333401366,0.7,1,1,1
1,1.7,0,0,1,0,0,0,4,0,0,2.70805020110221,1.7,0,0,0
2,4.6,79,3,1,0,0,0,3,0,1,6.3578422665081,9.2,1,0,1
3,6.7,787,3,0,0,0,0,1,0,2,5.8944028342648505,20.1,1,1,1
2,3.6,362,1,1,1,0,0,3,0,1,6.455198563340122,7.2,1,0,0
1,2.7,908,2,1,1,0,0,4,0,1,4.48863636973214,2.7,0,0,1
1,2.7,362,1,1,0,0,0,3,0,1,5.659482215759621,2.7,1,0,0
2,3.4,287,3,1,0,0,0,3,0,2,6.421622267806518,6.8,1,0,1
0,0.0,176,2,1,1,0,0,1,1,0,5.62040086571715,0.0,1,0,1
1,1.9,787,3,0,0,0,0,5,0,1,6.139884552226255,1.9,1,1,1
1,3.1,377,1,1,1,0,0,3,0,1,4.127134385045092,3.1,0,0,0
4,8.6,120,3,1,1,0,0,1,0,3,5.953243334287785,34.4,1,0,1
1,1.9,248,2,1,0,0,0,4,1,1,5.777652323222656,1.9,1,0,1
0,0.5,571,1,0,1,0,0,2,0,0,6.100318952020064,0.0,1,1,0
2,2.4,674,2,1,0,0,0,4,0,1,6.059123195581797,4.8,1,0,1
1,2.2,570,1,0,0,0,0,5,1,1,3.6109179126442243,2.2,0,1,0
4,8.9,287,3,1,0,0,0,5,0,3,4.5217885770490405,35.6,0,0,1
3,6.2,407,1,0,0,0,0,4,0,2,5.0689042022202315,18.6,0,1,0
0,1.2,94,3,0,1,0,0,1,0,1,6.274762021241939,0.0,1,1,1
2,4.7,467,1,1,0,0,0,5,0,1,5.2832037287379885,9.4,1,0,0
1,1.6,120,3,1,0,0,0,1,0,1,6.5638555265321274,1.6,1,0,1
1,1.9,787,3,1,1,0,0,3,0,1,4.1588830833596715,1.9,0,0,1
2,4.3,571,1,1,0,0,0,5,0,1,5.916202062607435,8.6,1,0,0
3,7.2,287,3,0,1,0,0,5,0,2,3.6888794541139363,21.6,0,1,1
3,5.1,22,3,1,0,0,0,1,0,2,5.929589143389895,15.299999999999999,1,0,1
4,8.6,327,3,0,1,0,0,1,0,3,6.3578422665081,34.4,1,1,1
1,1.6,176,2,0,1,0,0,2,0,1,6.448889394146858,1.6,1,1,1
3,5.9,570,1,1,0,0,0,2,0,2,6.175867270105761,17.700000000000003,1,0,0
3,5.1,248,2,0,0,0,0,2,0,1,4.7535901911063645,15.299999999999999,0,1,1
1,2.9,74,2,1,1,0,0,4,0,1,3.2188758248682006,2.9,0,0,1
1,2.8,476,3,0,0,0,0,4,0,1,6.278521424165844,2.8,1,1,1
3,6.6,134,3,1,1,0,0,2,0,2,5.556828061699537,19.799999999999997,1,0,1
0,1.7,459,1,1,0,0,0,5,0,0,4.672828834461906,0.0,0,0,0
1,2.9,369,1,1,0,0,0,4,0,1,4.07753744390572,2.9,0,0,0
2,3.4,400,3,0,0,0,0,5,0,2,5.768320995793772,6.8,1,1,1
1,1.6,190,3,0,0,0,0,1,0,1,6.284134161070802,1.6,1,1,1
3,5.6,754,2,0,0,0,0,4,0,2,5.5053315359323625,16.799999999999997,1,1,1
2,3.8,561,1,1,0,0,0,1,0,1,5.298317366548036,7.6,1,0,0
1,1.9,20,2,0,0,0,0,1,0,1,3.332204510175204,1.9,0,1,1
2,2.8,563,1,1,0,0,0,5,1,1,6.553933404025811,5.6,1,0,0
2,5.7,459,1,1,0,0,0,3,0,1,5.537334267018537,11.4,1,0,0
2,4.3,248,2,1,1,0,0,4,0,2,6.304448802421981,8.6,1,0,1
2,4.4,362,1,1,1,0,0,5,0,1,4.418840607796598,8.8,0,0,0
3,7.8,459,1,0,1,0,0,2,1,2,6.2166061010848646,23.4,1,1,0
2,1.8,74,2,1,0,0,0,3,0,1,2.833213344056216,3.6,0,0,1
2,2.5,327,3,0,1,0,0,2,0,1,4.59511985013459,5.0,0,1,1
2,3.8,89,3,1,0,0,0,4,0,1,3.1780538303479458,7.6,0,0,1
2,3.1,287,3,1,1,0,0,5,0,1,5.3706380281276624,6.2,1,0,1
3,6.2,248,2,1,0,0,0,3,0,2,6.483107351457199,18.6,1,0,1
4,6.3,476,3,1,1,0,0,1,0,2,5.159055299214529,25.2,0,0,1
4,7.9,369,1,0,0,0,0,5,0,2,6.302618975744905,31.6,1,1,0
3,6.9,200,1,0,1,0,0,1,0,2,3.6375861597263857,20.700000000000003,0,1,0
2,3.3,120,3,0,1,0,0,1,1,2,6.111467339502679,6.6,1,1,1
3,4.9,362,1,0,0,0,0,5,0,2,6.230481447578482,14.700000000000001,1,1,0
1,1.5,571,1,1,1,0,0,1,1,1,6.520621127558696,1.5,1,0,0
0,0.0,22,3,1,0,0,0,2,1,1,6.1070228877422545,0.0,1,0,1
2,3.1,476,3,1,0,0,0,4,0,1,5.1647859739235145,6.2,0,0,1
1,1.3,787,3,0,1,0,0,4,0,1,5.8377304471659395,1.3,1,1,1
2,3.2,200,1,1,1,0,0,5,0,1,6.576469569048224,6.4,1,0,0
3,6.1,674,2,0,1,0,0,3,0,2,5.746203190540153,18.299999999999997,1,1,1
4,9.2,561,1,0,0,0,0,4,0,2,6.126869184114185,36.8,1,1,0
1,2.0,94,3,1,0,0,0,1,0,1,6.061456918928017,2.0,1,0,1
1,1.0,176,2,1,0,0,0,2,0,1,5.605802066295998,1.0,1,0,1
1,2.3,190,3,1,0,0,0,5,0,1,5.6131281063880705,2.3,1,0,1
0,0.0,78,3,1,0,0,0,5,0,0,6.424869023905388,0.0,1,0,1
2,3.9,0,0,0,0,0,0,1,0,1,5.0369526024136295,7.8,0,1,0
0,0.4,407,1,1,1,0,0,4,0,0,5.717027701406222,0.0,1,0,0
1,2.6,134,3,1,1,0,0,4,0,1,6.18826412308259,2.6,1,0,1
1,2.0,787,3,0,0,0,0,1,0,1,3.7376696182833684,2.0,0,1,1
1,2.0,190,3,0,1,0,0,5,0,1,6.20455776256869,2.0,1,1,1
3,7.7,369,1,1,0,0,0,1,0,2,6.410174881966167,23.1,1,0,0
1,3.0,400,3,1,1,0,0,5,1,1,5.777652323222656,3.0,1,0,1
3,6.7,570,1,0,0,0,0,1,1,2,6.054439346269371,20.1,1,1,0
1,2.1,134,3,1,1,0,0,4,0,1,5.87493073085203,2.1,1,0,1
1,1.2,400,3,0,0,0,0,2,0,1,6.18826412308259,1.2,1,1,1
0,0.9,570,1,1,1,0,0,4,0,0,3.6109179126442243,0.0,0,0,0
1,1.5,327,3,1,0,0,0,3,0,1,5.808142489980444,1.5,1,0,1
1,1.2,561,1,1,1,0,0,4,0,1,6.371611847231857,1.2,1,0,0
4,8.8,362,1,0,1,0,0,2,1,3,4.709530201312334,35.2,0,1,0
1,2.5,284,1,0,0,0,0,5,0,1,6.068425588244111,2.5,1,1,0
3,6.0,570,1,1,0,0,0,3,0,2,6.511745329644728,18.0,1,0,0
1,1.5,674,2,0,0,0,0,4,0,1,6.129050210060545,1.5,1,1,1
1,0.3,120,3,0,0,0,0,4,0,1,6.261491684321042,0.3,1,1,1
3,4.9,176,2,1,0,0,0,2,0,2,6.056784013228625,14.700000000000001,1,0,1
1,1.4,377,1,1,0,0,0,5,0,0,6.342121418721152,1.4,1,0,0
0,0.0,248,2,0,1,0,0,5,0,1,6.569481420414296,0.0,1,1,1
2,4.2,330,3,1,1,0,0,1,0,2,5.814130531825066,8.4,1,0,1
0,0.6,362,1,0,1,0,0,1,0,0,5.71042701737487,0.0,1,1,0
2,5.1,571,1,0,1,0,0,1,0,2,6.5722825426940075,10.2,1,1,0
2,3.4,476,3,0,1,0,0,1,0,2,6.501289670540389,6.8,1,1,1
1,1.9,377,1,0,0,0,0,5,0,1,6.246106765481563,1.9,1,1,0
2,4.0,754,2,0,0,0,0,3,0,1,6.1779441140506,8.0,1,1,1
2,4.9,79,3,1,1,0,0,5,0,2,5.0106352940962555,9.8,0,0,1
0,0.1,176,2,1,0,0,0,4,1,0,6.498282149476434,0.0,1,0,1
3,6.1,78,3,0,1,0,0,4,0,2,3.7612001156935624,18.299999999999997,0,1,1
2,2.7,456,1,0,1,0,0,2,0,1,6.111467339502679,5.4,1,1,0
3,5.3,407,1,0,1,0,0,4,0,2,5.225746673713202,15.899999999999999,1,1,0
1,0.3,248,2,1,0,0,0,2,0,0,4.248495242049359,0.3,0,0,1
3,7.1,571,1,0,0,0,0,5,0,2,4.59511985013459,21.299999999999997,0,1,0
3,6.4,327,3,1,1,0,0,4,0,2,5.62040086571715,19.200000000000003,1,0,1
2,3.4,563,1,0,0,0,0,2,0,1,5.673323267171493,6.8,1,1,0
0,0.0,119,3,0,1,0,0,5,0,1,6.467698726104354,0.0,1,1,1
3,7.5,22,3,0,0,0,0,3,0,2,6.07993319509559,22.5,1,1,1
1,3.1,674,2,0,1,0,0,4,1,1,3.1354942159291497,3.1,0,1,1
2,4.1,561,1,1,1,0,0,1,0,1,6.100318952020064,8.2,1,0,0
0,0.0,362,1,1,0,0,0,5,1,0,6.406879986069314,0.0,1,0,0
0,0.1,369,1,0,1,0,0,5,0,0,6.51471269087253,0.0,1,1,0
0,0.0,362,1,1,0,0,0,2,0,0,5.926926025970411,0.0,1,0,0
3,5.9,369,1,0,0,0,0,5,0,2,4.875197323201151,17.700000000000003,0,1,0
2,3.9,362,1,1,0,0,0,2,0,1,6.218600119691729,7.8,1,0,0
4,7.2,459,1,1,1,0,0,2,0,2,3.2188758248682006,28.8,0,0,0
2,2.9,754,2,1,0,0,0,3,0,1,6.53813982376767,5.8,1,0,1
2,4.1,400,3,1,0,0,0,2,0,1,5.54907608489522,8.2,1,0,1
2,3.4,176,2,0,0,0,0,2,0,2,6.1779441140506,6.8,1,1,1
2,4.2,74,2,1,1,0,0,2,0,2,6.57507584059962,8.4,1,0,1
2,2.7,400,3,0,1,0,0,4,0,2,6.448889394146858,5.4,1,1,1
3,5.2,787,3,0,0,0,0,5,0,2,5.389071729816501,15.600000000000001,1,1,1
2,4.0,94,3,0,1,0,0,5,0,1,5.950642552587727,8.0,1,1,1
1,1.7,459,1,0,0,0,0,1,0,1,5.905361848054571,1.7,1,1,0
3,7.4,407,1,1,0,0,0,4,0,2,6.4457198193855785,22.200000000000003,1,0,0
1,2.1,400,3,1,1,0,0,4,0,0,3.4011973816621555,2.1,0,0,1
3,7.6,570,1,0,1,0,0,1,0,2,2.833213344056216,22.799999999999997,0,1,0
1,2.4,571,1,1,0,0,0,4,0,0,4.465908118654584,2.4,0,0,0
3,7.1,467,1,1,1,0,0,3,0,2,6.551080335043404,21.299999999999997,1,0,0
3,5.8,78,3,0,0,0,0,5,0,2,5.978885764901122,17.4,1,1,1
2,4.3,476,3,1,1,0,0,3,0,2,6.236369590203704,8.6,1,0,1
2,4.4,284,1,1,0,0,0,4,0,1,6.163314804034641,8.8,1,0,0
1,1.7,369,1,0,1,0,0,4,0,1,6.246106765481563,1.7,1,1,0
2,3.9,415,1,1,0,0,0,3,1,1,5.7430031878094825,7.8,1,0,0
2,4.9,571,1,1,1,0,0,3,0,1,4.110873864173311,9.8,0,0,0
2,5.1,754,2,0,0,0,0,5,0,2,5.8805329864007,10.2,1,1,1
1,1.5,563,1,0,1,0,0,5,0,1,6.1463292576688975,1.5,1,1,0
2,3.4,459,1,0,1,0,0,2,0,1,5.049856007249537,6.8,0,1,0
3,5.3,400,3,0,0,0,0,4,0,2,5.393627546352362,15.899999999999999,1,1,1
2,3.3,94,3,1,1,0,0,2,0,2,5.043425116919247,6.6,0,0,1
3,6.4,0,0,0,0,0,0,2,0,2,6.129050210060545,19.200000000000003,1,1,0
2,3.6,20,2,1,0,0,0,5,0,1,2.833213344056216,7.2,0,0,1
3,7.3,176,2,0,1,0,0,5,0,2,5.75890177387728,21.9,1,1,1
1,0.8,571,1,0,0,0,0,1,0,1,6.030685260261263,0.8,1,1,0
2,5.3,476,3,0,1,0,0,2,0,2,3.871201010907891,10.6,0,1,1
4,8.3,190,3,0,0,0,0,1,0,3,6.1675164908883415,33.2,1,1,1
2,5.3,674,2,1,1,0,0,3,0,2,6.566672429803241,10.6,1,0,1
2,3.7,79,3,0,0,0,0,4,0,2,5.476463551931511,7.4,1,1,1
3,4.7,400,3,1,1,0,0,3,0,2,6.082218910376446,14.100000000000001,1,0,1
3,7.9,908,2,1,1,0,0,2,0,2,6.09807428216624,23.700000000000003,1,0,1
1,1.0,248,2,0,1,0,0,5,0,1,3.713572066704308,1.0,0,1,1
1,2.2,284,1,0,0,0,0,2,0,1,2.9444389791664403,2.2,0,1,0
2,4.8,330,3,0,1,0,0,4,0,2,5.7899601708972535,9.6,1,1,1
1,2.4,94,3,1,0,0,0,2,0,1,6.126869184114185,2.4,1,0,1
2,3.7,94,3,0,1,0,0,2,0,2,5.0106352940962555,7.4,0,1,1
4,8.0,248,2,1,1,0,0,1,0,2,5.631211781821365,32.0,1,0,1
1,1.6,119,3,0,1,0,0,4,0,1,5.765191102784844,1.6,1,1,1
2,4.0,190,3,1,1,0,0,5,0,1,4.248495242049359,8.0,0,0,1
1,1.5,456,1,1,1,0,0,5,0,0,4.955827057601261,1.5,0,0,0
2,3.5,74,2,1,0,0,0,1,0,1,1.0986122886681098,7.0,0,0,1
2,3.4,754,2,0,1,0,0,5,0,2,6.118097198041348,6.8,1,1,1
1,2.8,908,2,0,1,0,0,5,0,1,5.393627546352362,2.8,1,1,1
3,5.3,330,3,1,1,0,0,4,0,2,5.971261839790462,15.899999999999999,1,0,1
1,1.0,787,3,0,1,0,0,1,0,1,3.091042453358316,1.0,0,1,1
3,5.2,119,3,1,1,0,0,1,0,2,5.43372200355424,15.600000000000001,1,0,1
3,5.9,563,1,0,1,0,0,4,0,2,6.2166061010848646,17.700000000000003,1,1,0
3,6.1,407,1,1,0,0,0,4,0,2,5.68697535633982,18.299999999999997,1,0,0
2,3.9,79,3,0,1,0,0,5,0,1,5.638354669333745,7.8,1,1,1
2,3.6,563,1,1,1,0,0,5,0,1,5.087596335232384,7.2,0,0,0
2,4.4,89,3,0,1,0,0,4,0,2,5.365976015021851,8.8,1,1,1
2,4.7,120,3,0,0,0,0,2,0,2,6.53813982376767,9.4,1,1,1
1,2.5,570,1,1,1,0,0,5,0,0,6.218600119691729,2.5,1,0,0
2,4.7,190,3,0,1,0,0,2,0,2,6.498282149476434,9.4,1,1,1
0,1.1,284,1,0,1,0,0,2,0,1,6.542471960506805,0.0,1,1,0
1,3.9,674,2,0,1,0,0,4,0,1,5.3230099791384085,3.9,1,1,1
3,7.0,476,3,1,1,0,0,5,0,2,5.420534999272286,21.0,1,0,1
3,6.7,377,1,0,1,0,0,2,0,2,6.066108090103747,20.1,1,1,0
2,4.6,787,3,1,1,0,0,2,0,2,6.104793232414985,9.2,1,0,1
3,7.5,674,2,1,1,0,0,4,0,2,3.871201010907891,22.5,0,0,1
3,5.2,78,3,0,0,0,0,4,0,2,6.016157159698354,15.600000000000001,1,1,1
0,0.4,415,1,1,0,0,0,2,0,0,6.54534966033442,0.0,1,0,0
4,7.5,369,1,1,0,0,0,2,0,2,5.697093486505405,30.0,1,0,0
0,0.4,674,2,1,0,0,0,5,0,1,6.236369590203704,0.0,1,0,1
2,3.8,248,2,1,0,0,0,5,0,1,6.135564891081739,7.6,1,0,1
3,6.4,400,3,0,1,0,0,2,0,2,6.573680166960646,19.200000000000003,1,1,1
1,0.9,400,3,0,1,0,0,4,0,1,6.152732694704104,0.9,1,1,1
2,4.6,79,3,1,0,0,0,1,0,1,5.840641657373398,9.2,1,0,1
2,4.2,369,1,0,1,0,0,5,0,1,2.302585092994046,8.4,0,1,0
0,0.1,78,3,0,1,0,0,2,0,1,6.375024819828097,0.0,1,1,1
0,1.6,22,3,0,1,0,0,4,0,1,5.5134287461649825,0.0,1,1,1
0,0.0,78,3,1,1,0,0,4,0,1,6.516193076042964,0.0,1,0,1
0,0.3,134,3,1,1,0,0,5,0,1,5.187385805840755,0.0,0,0,1
2,4.2,369,1,1,1,0,0,2,0,1,6.406879986069314,8.4,1,0,0
2,5.8,20,2,0,1,0,0,3,1,2,4.709530201312334,11.6,0,1,1
2,4.1,20,2,0,1,0,0,4,0,1,5.308267697401205,8.2,1,1,1
0,0.0,908,2,1,0,0,0,3,0,0,6.361302477572996,0.0,1,0,1
1,3.5,200,1,1,1,0,0,2,0,1,5.44673737166631,3.5,1,0,0
3,4.7,459,1,1,0,0,0,3,0,2,5.973809611869261,14.100000000000001,1,0,0
2,3.4,459,1,1,1,0,0,5,0,1,6.401917196727186,6.8,1,0,0
0,0.0,467,1,0,1,0,0,1,0,0,5.991464547107982,0.0,1,1,0
3,4.6,561,1,0,1,0,0,2,0,1,3.4965075614664802,13.799999999999999,0,1,0
3,5.7,754,2,1,0,0,0,4,0,2,6.385194398997726,17.1,1,0,1
1,2.9,377,1,1,0,0,0,3,0,1,5.648974238161206,2.9,1,0,0
0,0.5,134,3,1,1,0,0,2,0,1,6.2878585601617845,0.0,1,0,1
2,4.5,476,3,0,0,0,0,5,0,2,5.327876168789581,9.0,1,1,1
3,5.3,563,1,1,1,0,0,5,0,2,5.746203190540153,15.899999999999999,1,0,0
1,3.1,78,3,1,0,0,0,2,0,1,6.073044534100405,3.1,1,0,1
2,4.3,20,2,0,1,0,0,4,0,2,6.2766434893416445,8.6,1,1,1
3,6.3,119,3,1,1,0,0,5,0,2,4.110873864173311,18.9,0,0,1
3,6.8,754,2,1,0,0,0,2,0,2,6.095824562432225,20.4,1,0,1
1,2.3,248,2,1,1,0,0,1,0,1,6.4692503167957724,2.3,1,0,1
2,3.5,22,3,0,0,0,0,4,0,2,5.883322388488279,7.0,1,1,1
2,3.9,74,2,1,0,0,0,5,0,1,3.1354942159291497,7.8,0,0,1
4,7.7,78,3,1,1,0,0,3,0,2,4.584967478670572,30.8,0,0,1
2,3.7,787,3,0,0,0,0,5,0,2,6.539585955617669,7.4,1,1,1
2,4.5,284,1,0,0,0,0,3,0,2,6.580639137284949,9.0,1,1,0
2,4.2,94,3,1,1,0,0,3,0,1,4.127134385045092,8.4,0,0,1
2,4.8,563,1,0,1,0,0,5,0,1,6.2166061010848646,9.6,1,1,0
2,4.3,284,1,0,0,0,0,4,0,1,6.180016653652572,8.6,1,1,0
2,3.6,787,3,1,0,0,0,5,0,2,6.354370040797351,7.2,1,0,1
2,3.9,22,3,1,1,0,0,2,0,1,5.1298987149230735,7.8,0,0,1
0,1.4,563,1,0,1,0,0,5,0,1,6.016157159698354,0.0,1,1,0
2,5.6,362,1,0,0,0,0,4,0,2,6.493753839851686,11.2,1,1,0
2,4.7,415,1,0,1,0,0,2,0,1,5.0689042022202315,9.4,0,1,0
3,4.9,563,1,1,1,0,0,5,0,1,6.282266746896006,14.700000000000001,1,0,0
3,6.2,563,1,0,1,0,0,1,1,2,6.124683390894205,18.6,1,1,0
3,5.4,79,3,0,0,0,0,3,0,2,6.163314804034641,16.200000000000003,1,1,1
1,0.7,787,3,0,0,0,0,3,1,1,5.14166355650266,0.7,0,1,1
3,6.3,400,3,1,0,0,0,3,0,2,4.31748811353631,18.9,0,0,1
2,3.3,674,2,1,0,0,0,5,0,1,6.583409222158765,6.6,1,0,1
2,4.0,287,3,0,0,0,0,3,0,2,5.455321115357702,8.0,1,1,1
2,4.5,456,1,0,0,0,0,1,0,2,6.541029999189903,9.0,1,1,0
3,6.8,22,3,0,1,0,0,5,0,2,5.278114659230517,20.4,1,1,1
1,1.5,22,3,1,1,0,0,2,0,1,5.777652323222656,1.5,1,0,1
2,4.8,74,2,1,1,0,0,5,1,2,6.483107351457199,9.6,1,0,1
2,4.3,377,1,1,1,0,0,1,0,1,5.407171771460119,8.6,1,0,0
2,3.6,561,1,0,1,0,0,1,0,1,5.6937321388027,7.2,1,1,0
2,3.1,94,3,0,0,0,0,3,0,2,6.089044875446846,6.2,1,1,1
4,7.2,89,3,0,1,0,0,2,0,3,4.990432586778736,28.8,0,1,1
2,4.5,570,1,0,1,0,0,1,0,2,5.564520407322694,9.0,1,1,0
3,5.6,456,1,0,0,0,0,4,0,2,6.270988431858299,16.799999999999997,1,1,0
1,0.8,476,3,1,0,0,0,1,0,1,2.8903717578961645,0.8,0,0,1
1,3.1,369,1,1,1,0,0,2,0,1,6.082218910376446,3.1,1,0,0
1,1.1,570,1,0,0,0,0,4,1,1,6.331501849893691,1.1,1,1,0
2,3.5,22,3,0,0,0,0,5,0,2,5.976350909297934,7.0,1,1,1
1,1.8,459,1,0,0,0,0,3,0,1,6.261491684321042,1.8,1,1,0
1,2.6,119,3,1,1,0,0,4,0,1,2.8903717578961645,2.6,0,0,1
1,2.1,248,2,0,0,0,0,4,0,1,6.059123195581797,2.1,1,1,1
4,8.8,119,3,0,0,0,0,3,0,3,5.1298987149230735,35.2,0,1,1
2,2.5,327,3,0,0,0,0,4,0,2,6.5722825426940075,5.0,1,1,1
0,0.0,415,1,0,0,0,0,4,0,0,4.454347296253507,0.0,0,1,0
2,5.4,176,2,1,1,0,0,2,0,2,6.478509642208569,10.8,1,0,1
2,4.4,377,1,0,1,0,0,5,0,1,3.2188758248682006,8.8,0,1,0
0,0.3,284,1,0,0,0,0,4,0,0,6.212606095751519,0.0,1,1,0
3,6.3,74,2,1,0,0,0,4,0,1,5.552959584921617,18.9,1,0,1
3,6.2,134,3,1,1,0,0,4,0,2,5.075173815233827,18.6,0,0,1
2,3.2,407,1,0,0,0,0,1,0,1,3.367295829986474,6.4,0,1,0
2,4.7,284,1,0,0,0,0,2,1,1,4.574710978503383,9.4,0,1,0
1,2.5,327,3,1,0,0,0,3,0,1,5.659482215759621,2.5,1,0,1
4,9.1,571,1,0,1,0,0,5,0,2,4.74493212836325,36.4,0,1,0
2,5.4,456,1,1,0,0,0,1,0,1,6.561030665896573,10.8,1,0,0
4,7.2,89,3,0,0,0,0,5,0,3,6.579251212010101,28.8,1,1,1
3,6.3,571,1,0,1,0,0,3,0,2,6.272877006546167,18.9,1,1,0
3,5.8,284,1,0,0,0,0,1,0,2,4.897839799950911,17.4,0,1,0
4,7.7,79,3,1,0,0,0,1,0,2,3.6888794541139363,30.8,0,0,1
1,2.2,190,3,0,0,0,0,5,0,1,3.4011973816621555,2.2,0,1,1
2,4.4,248,2,0,0,0,0,2,0,2,6.1070228877422545,8.8,1,1,1
1,1.9,459,1,1,1,0,0,1,0,1,6.466144724237619,1.9,1,0,0
2,3.4,377,1,0,0,0,0,3,0,1,5.631211781821365,6.8,1,1,0
1,1.8,563,1,0,1,0,0,2,0,0,5.7899601708972535,1.8,1,1,0
4,7.9,134,3,0,1,0,0,2,0,3,5.988961416889864,31.6,1,1,1
2,3.8,456,1,0,1,0,0,2,0,2,6.240275845170769,7.6,1,1,0
3,4.3,476,3,0,0,0,0,1,0,2,6.192362489474872,12.899999999999999,1,1,1
2,5.1,787,3,0,1,0,0,3,1,2,5.424950017481403,10.2,1,1,1
1,2.4,0,0,1,1,0,0,4,0,0,5.8664680569332965,2.4,1,0,0
1,1.9,415,1,1,0,0,0,3,0,1,4.955827057601261,1.9,0,0,0
1,1.7,467,1,1,1,0,0,5,0,0,5.655991810819852,1.7,1,0,0
1,1.2,20,2,1,1,0,0,1,0,1,6.398594934535208,1.2,1,0,1
1,3.6,908,2,1,0,0,0,1,0,1,4.290459441148391,3.6,0,0,1
1,2.0,74,2,1,1,0,0,1,0,1,4.795790545596741,2.0,0,0,1
1,0.6,74,2,1,1,0,0,1,0,1,6.059123195581797,0.6,1,0,1
3,6.3,94,3,0,0,0,0,4,0,2,6.368187186350492,18.9,1,1,1
0,1.0,467,1,0,0,0,0,4,0,1,6.568077911411976,0.0,1,1,0
1,2.1,787,3,0,1,0,0,4,0,1,6.061456918928017,2.1,1,1,1
2,3.3,908,2,1,0,0,0,2,0,1,6.173786103901937,6.6,1,0,1
2,3.2,467,1,1,1,0,0,4,0,1,5.356586274672012,6.4,1,0,0
2,3.3,415,1,0,1,0,0,1,0,1,5.703782474656201,6.6,1,1,0
0,1.2,134,3,1,1,0,0,5,0,1,5.438079308923196,0.0,1,0,1
2,3.9,200,1,0,1,0,0,2,0,1,4.382026634673881,7.8,0,1,0
2,2.7,248,2,0,1,0,0,1,0,2,5.602118820879701,5.4,1,1,1
2,4.1,78,3,0,0,0,0,3,0,2,6.068425588244111,8.2,1,1,1
2,3.6,284,1,0,0,0,0,4,0,1,6.311734809152915,7.2,1,1,0
2,3.2,415,1,0,1,0,0,3,0,1,6.573680166960646,6.4,1,1,0
1,1.1,570,1,0,0,0,0,2,0,1,6.466144724237619,1.1,1,1,0
2,4.9,476,3,0,1,0,0,1,0,2,5.4510384535657,9.8,1,1,1
0,0.2,787,3,1,1,0,0,1,0,0,6.530877627725885,0.0,1,0,1
1,2.4,120,3,1,1,0,0,5,0,1,6.5337888379333435,2.4,1,0,1
1,2.3,467,1,0,0,0,0,1,0,1,5.0106352940962555,2.3,0,1,0
0,0.0,571,1,1,1,0,0,1,0,0,6.342121418721152,0.0,1,0,0
2,3.8,248,2,1,0,0,0,3,0,1,4.418840607796598,7.6,0,0,1
2,4.9,134,3,1,0,0,0,2,0,2,5.575949103146316,9.8,1,0,1
3,7.1,908,2,1,0,0,0,1,0,2,5.963579343618446,21.299999999999997,1,0,1
4,7.0,476,3,0,0,0,0,3,0,3,6.447305862541213,28.0,1,1,1
4,7.8,400,3,1,0,0,0,3,0,3,6.569481420414296,31.2,1,0,1
1,3.5,79,3,0,1,0,0,4,0,1,5.869296913133774,3.5,1,1,1
2,5.4,787,3,1,1,0,0,2,0,2,4.127134385045092,10.8,0,0,1
2,3.4,570,1,1,1,0,0,4,0,1,6.369900982828227,6.8,1,0,0
2,5.0,377,1,0,1,0,0,4,0,1,6.439350371100098,10.0,1,1,0
1,2.0,415,1,1,1,0,0,4,0,1,5.84354441703136,2.0,1,0,0
1,2.6,407,1,0,0,0,0,2,0,1,6.431331081933479,2.6,1,1,0
1,2.4,79,3,1,1,0,0,1,0,1,6.386879319362645,2.4,1,0,1
4,8.8,787,3,0,0,0,0,2,0,3,5.926926025970411,35.2,1,1,1
0,0.0,94,3,0,0,0,0,4,0,1,6.2166061010848646,0.0,1,1,1
2,3.8,467,1,1,0,0,0,5,0,1,4.941642422609304,7.6,0,0,0
4,6.7,467,1,0,0,0,0,1,0,2,6.1092475827643655,26.8,1,1,0
2,4.5,327,3,0,1,0,0,4,0,2,5.278114659230517,9.0,1,1,1
2,3.3,476,3,0,1,0,0,3,0,2,5.950642552587727,6.6,1,1,1
1,1.7,119,3,1,1,0,0,5,0,1,6.54965074223381,1.7,1,0,1
2,4.1,362,1,0,1,0,0,5,0,1,6.194405391104672,8.2,1,1,0
3,5.6,415,1,1,1,0,0,3,0,2,6.008813185442595,16.799999999999997,1,0,0
